price,city,region,district,floor,age,heating_type,total_floors,furnished_house,baths,rooms,salon,area,net area
25000,Antalya,Kemer,Merkez,Last floor floor,20,Klima,1,Eşyalı,1,2,1,85,70
30000,Antalya,Konyaaltı,Öğretmenevleri,4. floor,20,Klima,5,Eşyalı,1,2,1,145,130
32500,Antalya,Muratpaşa,Çağlayan,2. floor,10,Klima,4,Eşyalı,2,2,1,100,85
12000,Antalya,Muratpaşa,Haşimişcan,High entrance,28,Klima,3,Eşyalı Değil,1,1,1,80,65
22000,Antalya,Alanya,Çarşı,2. floor,15,Klima,3,,1,3,1,130,125
18000,Antalya,Manavgat,Ilıca,2. floor,0,Klima,2,Eşyalı Değil,1,2,1,110,90
210000,Antalya,Manavgat,Side,2. floor,21,Klima,2,Eşyalı Değil,1,2,1,90,85
15000,Antalya,Demre,Büyükkum,3. floor,20,Klima,5,Eşyalı Değil,1,4,1,175,160
25000,Antalya,Muratpaşa,Gençlik,2. floor,25,Klima,4,Eşyalı Değil,1,4,1,185,170
10000,Antalya,Kepez,Gülveren,Entrance floor,13,Isıtma Yok,3,Eşyalı Değil,1,1,1,45,40
27000,Antalya,Alanya,Mahmutlar,11. floor,15,Klima,11,Eşyalı,2,4,1,250,240
18000,Antalya,Kepez,Kültür,1. floor,4,Klima,3,Eşyalı,1,2,1,85,80
15000,Antalya,Kepez,Ahatlı,2. floor,5,Klima,3,Eşyalı,1,2,0,55,50
12500,Antalya,Finike,Kale,Garden floor,14,Klima,4,Eşyalı Değil,1,1,1,50,40
15000,Antalya,Muratpaşa,Altındağ,1. floor,40,Belirtilmemiş,5,Eşyalı Değil,1,3,1,140,125
13000,Antalya,Demre,Gökyazı,2. floor,16,Klima,3,Eşyalı Değil,1,2,1,140,135
25000,Antalya,Muratpaşa,Gençlik,4. floor,25,Kombi,5,Eşyalı,1,3,1,150,145
28000,Antalya,Kepez,Kepez,1. floor,0,Merkezi (Pay Ölçer),11,Eşyalı Değil,2,3,1,118,108
29000,Antalya,Muratpaşa,Çağlayan,Garden floor,11,Klima,10,Eşyalı,1,1,1,55,45
55000,Antalya,Alanya,Kızlar Pınarı,1. floor,16,Klima,4,Eşyalı Değil,5,5,1,290,280
14000,Antalya,Döşemealtı,Yeniköy,3. floor,0,Klima,4,Eşyalı Değil,2,2,1,115,100
18000,Antalya,Kepez,Baraj,Middle floor,0,Klima,5,Eşyalı Değil,2,2,1,90,80
29000,Antalya,Alanya,Türkler,1. floor,5,Kombi,2,Eşyalı,1,2,1,95,80
10000,Antalya,Kepez,Kültür,-1,5,Klima,3,Eşyalı,1,1,1,50,40
22000,Antalya,Alanya,Cumhuriyet,1. floor,5,Klima,9,Eşyalı,1,1,1,60,55
20000,Antalya,Finike,Sahilkent,High entrance,20,Klima,4,Eşyalı,1,3,1,180,150
15000,Antalya,Manavgat,Çağlayan,1. floor,20,Klima,3,Eşyalı Değil,1,2,1,130,120
17000,Antalya,Aksu,Altıntaş,High entrance,0,Klima,5,Eşyalı Değil,1,2,1,80,75
18000,Antalya,Muratpaşa,Kızılsaray,4. floor,28,Klima,5,Eşyalı Değil,1,3,1,115,110
8500,Antalya,Finike,Eski,1. floor,26,Klima,4,Eşyalı Değil,1,2,1,95,75
15000,Antalya,Alanya,Demirtaş,4. floor,4,Klima,6,Eşyalı,2,2,1,110,100
16000,Antalya,Alanya,Mahmutlar,4. floor,0,Klima,9,Eşyalı,1,1,1,60,50
25000,Antalya,Konyaaltı,Altınkum,3. floor,18,Güneş Enerjisi,5,Eşyalı Değil,1,2,1,85,70
15000,Antalya,Alanya,Oba,Garden floor,10,Klima,4,Eşyalı,1,2,1,85,80
17000,Antalya,Kepez,Kültür,2. floor,4,Klima,4,Eşyalı,1,1,1,50,45
20000,Antalya,Muratpaşa,Kızılarık,8. floor,10,Belirtilmemiş,13,,1,3,1,150,130
20000,Antalya,Alanya,Mahmutlar,4. floor,1,Klima,12,Eşyalı,1,1,1,60,50
10000,Antalya,Manavgat,Örnek,3. floor,15,Klima,4,Eşyalı,,1,0,25,20
16000,Antalya,Kepez,Güneş,8. floor,2,Merkezi,13,Eşyalı,1,1,1,60,55
13000,Antalya,Kepez,Karşıyaka,High entrance,10,Klima,4,Eşyalı Değil,1,2,1,90,70
25000,Antalya,Konyaaltı,Altınkum,Entrance floor,10,Klima,4,Eşyalı,1,3,1,70,60
17000,Antalya,Gazipaşa,Pazarcı,3. floor,0,Klima,5,Eşyalı Değil,2,2,1,110,100
15000,Antalya,Alanya,Şekerhane,4. floor,18,Klima,5,Eşyalı Değil,1,2,1,110,100
35000,Antalya,Kemer,Merkez,Garden floor,30,Klima,4,Eşyalı,1,1,1,65,55
55000,Antalya,Muratpaşa,Meltem,2. floor,20,Kombi,7,Eşyalı,2,3,1,160,140
21000,Antalya,Muratpaşa,Muratpaşa,3. floor,5,Kombi,4,Eşyalı,1,2,1,110,95
17000,Antalya,Kepez,Kültür,2. floor,5,Klima,4,Eşyalı,1,1,1,55,50
20000,Antalya,Kepez,Ahatlı,High entrance,5,Klima,4,Eşyalı,1,2,1,100,90
15000,Antalya,Muratpaşa,Deniz,5. floor,40,Klima,6,Eşyalı,1,2,1,90,80
15000,Antalya,Serik,Merkez,5. floor,10,Belirtilmemiş,5,Eşyalı,1,1,1,65,45
18000,Antalya,Kepez,Güneş,6. floor,0,Kombi,11,Eşyalı Değil,1,2,1,70,60
22000,Antalya,Muratpaşa,Fener,9. floor,21,Klima,9,Eşyalı,1,2,1,90,75
34000,Antalya,Konyaaltı,Liman,1. floor,5,Kombi,4,Eşyalı,1,2,1,75,65
6000,Antalya,Döşemealtı,Bademağacı,High entrance,25,Klima,2,Eşyalı Değil,1,2,1,65,55
16000,Antalya,Manavgat,Emek,High entrance,7,Klima,4,Eşyalı,1,1,1,70,60
8500,Antalya,Finike,Kızılca,Middle floor,16,Klima,2,Eşyalı,1,3,1,160,150
49000,Antalya,Konyaaltı,Kuşkavağı,Last floor floor,12,Doğalgaz Sobası,6,Eşyalı,1,2,1,110,90
31500,Antalya,Kemer,Merkez,High entrance,10,Klima,3,,1,1,1,65,55
13500,Antalya,Finike,Kum,Middle floor,0,Klima,5,Eşyalı Değil,1,2,1,78,70
30000,Antalya,Muratpaşa,Fener,Middle floor,10,Klima,5,Eşyalı,2,4,1,195,180
25000,Antalya,Manavgat,Ilıca,1. floor,11,Klima,2,Eşyalı,2,2,1,180,160
17000,Antalya,Kepez,Hüsnü Karakaş,2. floor,5,Klima,3,Eşyalı Değil,1,3,1,135,130
35000,Antalya,Kaş,Andifli,Middle floor,15,Belirtilmemiş,4,Eşyalı Değil,1,3,1,165,130
22000,Antalya,Alanya,Hacet,3. floor,15,Klima,3,Eşyalı,3,4,1,220,190
33000,Antalya,Konyaaltı,Toros,1. floor,17,Kombi,4,Eşyalı Değil,1,3,1,148,140
25000,Antalya,Manavgat,Side,High entrance,1,Klima,2,Eşyalı,1,1,1,70,65
40000,Antalya,Kemer,Merkez,1. floor,10,Klima,4,Eşyalı,2,2,1,150,100
15000,Antalya,Elmalı,Karyağdı,Entrance floor,15,Kombi,4,Eşyalı Değil,1,4,1,130,120
17000,Antalya,Kepez,Özgürlük,-1,10,Klima,3,Eşyalı Değil,1,2,1,125,110
13000,Antalya,Korkuteli,Aşağıpazar,1. floor,5,Kombi,3,Eşyalı Değil,1,3,1,150,140
12500,Antalya,Finike,Kum,-1,0,Klima,5,Eşyalı,1,2,1,75,65
13000,Antalya,Kepez,Güneş,1. floor,13,Klima,2,Eşyalı Değil,1,2,1,105,95
20000,Antalya,Kemer,Yeni,High entrance,30,Klima,1,Eşyalı,1,2,1,110,90
18000,Antalya,Aksu,Altıntaş,2. floor,0,Klima,5,Eşyalı Değil,1,2,1,80,75
21000,Antalya,Alanya,Çarşı,3. floor,15,Klima,5,Eşyalı Değil,1,2,1,105,100
11000,Antalya,Alanya,Mahmutlar,Garden floor,30,Klima,5,Eşyalı,1,1,1,55,50
60000,Antalya,Konyaaltı,Gürsu,3. floor,15,Kombi,4,Eşyalı Değil,2,4,1,200,180
30000,Antalya,Muratpaşa,Gençlik,3. floor,20,Klima,4,Eşyalı,2,3,1,155,145
15000,Antalya,Gazipaşa,Pazarcı,4. floor,0,Klima,4,Eşyalı Değil,2,2,1,110,95
20000,Antalya,Kemer,Çamyuva,2. floor,10,Klima,2,Eşyalı,1,1,1,70,60
40000,Antalya,Muratpaşa,Güzeloba,3. floor,31,Klima,3,Eşyalı,2,2,1,120,105
16000,Antalya,Alanya,Oba,6. floor,26,Klima,7,Eşyalı,2,2,1,100,90
35000,Antalya,Döşemealtı,Yeniköy,3. floor,0,Kombi,3,Eşyalı Değil,2,3,1,185,180
25000,Antalya,Alanya,Mahmutlar,Last floor floor,0,Klima,12,Eşyalı Değil,2,3,1,160,150
14000,Antalya,Kepez,Kültür,1. floor,7,Klima,3,Eşyalı Değil,1,1,1,55,45
35000,Antalya,Muratpaşa,Çağlayan,1. floor,10,Belirtilmemiş,9,Eşyalı,1,3,1,150,140
20000,Antalya,Muratpaşa,Gebizli,2. floor,4,Klima,5,Eşyalı,1,3,1,155,150
22000,Antalya,Manavgat,Mimar Sinan,Roof floor,16,Soba,3,Eşyalı,1,2,1,125,105
15000,Antalya,Konyaaltı,Sarısu,Entrance floor,11,Klima,10,Eşyalı Değil,1,1,1,50,45
23000,Antalya,Konyaaltı,Liman,3. floor,6,Klima,4,Eşyalı,1,2,1,100,96
20000,Antalya,Alanya,Mahmutlar,4. floor,10,Klima,5,Eşyalı,2,2,1,110,105
15000,Antalya,Kepez,Fevzi Çakmak,High entrance,0,Klima,2,Eşyalı Değil,1,1,1,60,55
13000,Antalya,Aksu,Altıntaş,1. floor,0,Klima,7,Eşyalı Değil,1,1,1,50,45
20000,Antalya,Gazipaşa,Koru,Ground floor,12,Klima,2,Eşyalı,1,2,1,95,90
15000,Antalya,Manavgat,Örnek,2. floor,16,Klima,3,Eşyalı Değil,1,2,1,100,90
20000,Antalya,Alanya,Çarşı,2. floor,10,Soba,3,Eşyalı,2,2,1,100,95
8250,Antalya,Finike,İskele,1. floor,0,Klima,4,Eşyalı Değil,1,1,1,55,45
20000,Antalya,Muratpaşa,Konuksever,2. floor,11,Kombi,3,Eşyalı Değil,1,2,1,90,85
17000,Antalya,Gazipaşa,Pazarcı,5. floor,0,Klima,5,Eşyalı Değil,,2,1,110,100
24000,Antalya,Alanya,Mahmutlar,9. floor,12,Klima,9,Eşyalı,2,2,1,160,130
23000,Antalya,Alanya,Mahmutlar,4. floor,10,Klima,11,Eşyalı,2,2,1,115,105
10000,Antalya,Manavgat,Örnek,3. floor,5,Klima,4,Eşyalı,1,1,0,35,30
37500,Antalya,Konyaaltı,Arapsuyu,6. floor,11,Klima,7,Eşyalı,1,1,1,80,70
22000,Antalya,Kepez,Kültür,1. floor,5,Klima,3,Eşyalı,1,2,1,110,100
25000,Antalya,Kemer,Tekirova,1. floor,0,Klima,2,Eşyalı,1,2,1,95,90
20000,Antalya,Konyaaltı,Hurma,High entrance,6,Klima,4,Eşyalı,1,1,1,65,60
55000,Antalya,Konyaaltı,Uncalı,2. floor,5,Kombi,4,Eşyalı,2,3,1,165,160
11000,Antalya,Finike,Kum,4. floor,0,Klima,4,Eşyalı Değil,1,2,1,50,45
13000,Antalya,Aksu,Altıntaş,4. floor,0,Klima,10,Eşyalı Değil,1,1,1,46,43
20000,Antalya,Alanya,Çarşı,3. floor,21,Isıtma Yok,3,Eşyalı Değil,1,2,1,120,100
25000,Antalya,Konyaaltı,Sarısu,2. floor,5,Klima,4,Eşyalı,1,2,1,100,90
28000,Antalya,Muratpaşa,Üçgen,2. floor,0,Kombi,5,Eşyalı,1,2,1,100,80
12500,Antalya,Korkuteli,Aşağıpazar,2. floor,5,Kombi,3,Eşyalı Değil,2,3,1,150,140
14000,Antalya,Kepez,Erenköy,High entrance,6,Klima,3,Eşyalı Değil,1,3,1,120,100
30000,Antalya,Muratpaşa,Ermenek,2. floor,0,Klima,2,,,3,1,110,100
22000,Antalya,Manavgat,Aşağı Pazarcı,Roof floor,15,Klima,4,Eşyalı Değil,2,4,1,250,230
90000,Antalya,Kemer,Merkez,Garden floor,10,Klima,2,Eşyalı,1,2,1,100,80
7500,Antalya,Kepez,Kültür,2. floor,4,Klima,3,Eşyalı,1,2,0,60,30
9000,Antalya,Alanya,Şekerhane,3. floor,25,Klima,3,Eşyalı Değil,1,1,1,75,70
15000,Antalya,Kepez,Şafak,1. floor,16,Klima,4,,1,2,1,80,70
15000,Antalya,Kepez,Baraj,High entrance,0,Klima,5,Eşyalı Değil,1,2,1,85,80
26000,Antalya,Muratpaşa,Fener,Last floor floor,15,Klima,3,Eşyalı,1,2,1,70,50
15500,Antalya,Kepez,Çamlıbel,High entrance,1,Klima,3,Eşyalı,1,1,1,80,65
20000,Antalya,Kepez,Kuzeyyaka,-3,14,Klima,3,Eşyalı Değil,2,3,1,160,150
14000,Antalya,Finike,Kum,5. floor,1,Klima,5,Eşyalı Değil,1,2,1,100,80
34000,Antalya,Muratpaşa,Bayındır,4. floor,10,Kombi,5,Eşyalı,1,3,1,170,160
16000,Antalya,Alanya,Çıplaklı,4. floor,0,Klima,7,Eşyalı,1,1,1,46,45
15000,Antalya,Aksu,Altıntaş,2. floor,0,Klima,6,Eşyalı Değil,1,2,1,65,60
15000,Antalya,Alanya,Şekerhane,6. floor,1,Klima,6,Eşyalı,1,1,1,46,42
45000,Antalya,Muratpaşa,Fener,9. floor,26,Kombi,10,Eşyalı Değil,1,3,1,185,175
17000,Antalya,Kepez,Yeşilyurt,3. floor,4,Klima,4,Eşyalı,1,2,0,60,50
10000,Antalya,Alanya,Kargıcak,3. floor,1,Klima,7,Eşyalı Değil,1,1,1,60,50
17500,Antalya,Kepez,Çamlıbel,1. floor,0,Klima,4,Eşyalı,1,2,1,60,59
25000,Antalya,Konyaaltı,Liman,-2,12,Klima,4,Eşyalı,1,2,1,100,95
14000,Antalya,Serik,Belek,3. floor,5,Klima,3,Eşyalı,1,2,1,120,90
18000,Antalya,Muratpaşa,Cumhuriyet,3. floor,25,Klima,6,Eşyalı Değil,1,3,1,135,125
16000,Antalya,Kepez,Teomanpaşa,High entrance,10,Klima,3,Eşyalı,1,2,1,80,75
45000,Antalya,Kaş,Andifli,Last floor floor,4,Klima,3,Eşyalı,2,2,1,70,65
15000,Antalya,Finike,İskele,1. floor,12,Klima,6,Eşyalı Değil,1,3,1,175,155
2850,Antalya,Alanya,Mahmutlar,1. floor,3,Klima,12,Eşyalı,1,1,1,53,50
18000,Antalya,Alanya,Mahmutlar,5. floor,0,Klima,5,Eşyalı Değil,2,2,1,120,100
13000,Antalya,Konyaaltı,Toros,4. floor,25,Klima,4,Eşyalı,1,1,1,40,30
22000,Antalya,Manavgat,Ilıca,Middle floor,10,Klima,3,Eşyalı Değil,1,2,1,95,87
55000,Antalya,Alanya,Mahmutlar,6. floor,7,Klima,13,Eşyalı,2,3,1,160,145
22000,Antalya,Aksu,Altıntaş,3. floor,0,Klima,5,Eşyalı Değil,1,2,1,105,90
20000,Antalya,Muratpaşa,Haşimişcan,7. floor,25,Klima,7,Eşyalı Değil,1,3,1,165,145
15000,Antalya,Döşemealtı,Çıplaklı,4. floor,11,Klima,4,Eşyalı,1,2,1,90,80
18000,Antalya,Manavgat,Side,2. floor,4,Klima,4,Eşyalı,2,1,1,115,105
17000,Antalya,Kepez,Gazi,Middle floor,16,Klima,13,Eşyalı Değil,1,3,1,130,120
18000,Antalya,Kepez,Yeni Doğan,13. floor,35,Klima,15,,1,3,1,140,130
20000,Antalya,Döşemealtı,Yeniköy,Entrance floor,0,Klima,2,,1,2,1,85,80
14000,Antalya,Finike,İskele,2. floor,10,Klima,6,Eşyalı,1,2,1,120,110
11000,Antalya,Alanya,Kestel,Garden floor,3,Güneş Enerjisi,2,Eşyalı,2,2,1,100,90
35000,Antalya,Alanya,İncekum,3. floor,5,Klima,3,Eşyalı,3,7,1,275,250
15000,Antalya,Kemer,Arslanbucak,High entrance,20,Klima,3,Eşyalı Değil,1,2,1,125,120
30000,Antalya,Muratpaşa,Sinan,3. floor,25,Klima,5,Eşyalı,1,2,1,95,90
45000,Antalya,Muratpaşa,Meydankavağı,2. floor,20,Kat Kaloriferi,14,Eşyalı Değil,2,3,1,200,185
20000,Antalya,Kepez,Santral,6. floor,0,Merkezi (Pay Ölçer),7,Eşyalı Değil,1,1,1,67,58
15000,Antalya,Finike,Kum,5. floor,0,Klima,5,Eşyalı Değil,1,2,1,75,62
18000,Antalya,Alanya,Oba,7. floor,20,Klima,7,Eşyalı,1,2,1,95,85
18000,Antalya,Kepez,Göçerler,5. floor,2,Klima,5,Eşyalı Değil,1,3,1,110,100
22000,Antalya,Muratpaşa,Tahılpazarı,1. floor,40,Klima,4,,1,2,1,110,82
25000,Antalya,Kepez,Erenköy,2. floor,3,Güneş Enerjisi,2,,2,4,1,200,180
22000,Antalya,Manavgat,Sarılar,Last floor floor,0,Klima,3,Eşyalı Değil,1,4,1,230,200
15000,Antalya,Finike,Kum,1. floor,0,Klima,5,Eşyalı,1,1,1,58,45
15000,Antalya,Döşemealtı,Yeniköy,Middle floor,15,Klima,5,Eşyalı Değil,1,3,1,150,140
23000,Antalya,Kepez,Kültür,4. floor,5,Klima,4,Eşyalı,1,2,1,100,90
28000,Antalya,Alanya,Oba,2. floor,10,Klima,5,Eşyalı,1,2,1,110,100
33750,Antalya,Konyaaltı,Liman,3. floor,15,Klima,10,Eşyalı,2,3,1,155,135
17500,Antalya,Alanya,Mahmutlar,2. floor,8,Isıtma Yok,9,Eşyalı Değil,2,2,1,130,125
20000,Antalya,Alanya,Çıplaklı,4. floor,0,Klima,7,Eşyalı,1,1,1,46,45
30500,Antalya,Muratpaşa,Kızılsaray,3. floor,0,Klima,3,,2,3,1,130,125
26000,Antalya,Kepez,Ahatlı,1. floor,8,Belirtilmemiş,3,Eşyalı Değil,1,3,1,180,170
16000,Antalya,Muratpaşa,Kızılarık,4. floor,15,Klima,4,Eşyalı Değil,1,2,1,80,75
19000,Antalya,Alanya,Kestel,1. floor,0,Klima,4,Eşyalı,2,2,1,85,75
18000,Antalya,Kepez,Kültür,1. floor,5,Klima,4,Eşyalı,1,1,1,40,35
25000,Antalya,Kepez,Şafak,Middle floor,0,Klima,4,Eşyalı,2,2,1,75,65
15000,Antalya,Manavgat,Ilıca,Middle floor,0,Klima,3,,,2,1,90,80
18000,Antalya,Alanya,Tosmur,1. floor,15,Klima,5,Eşyalı,1,2,1,120,110
19000,Antalya,Muratpaşa,Sinan,Middle floor,23,Kat Kaloriferi,5,Eşyalı Değil,1,2,1,120,110
18000,Antalya,Muratpaşa,Deniz,1. floor,31,Klima,5,Eşyalı,1,2,1,110,100
6000,Antalya,Korkuteli,Aşağıpazar,High entrance,15,Soba,3,Eşyalı Değil,1,2,1,100,95
13000,Antalya,Alanya,Mahmutlar,3. floor,0,Klima,4,Eşyalı Değil,1,2,1,110,105
43000,Antalya,Konyaaltı,Uluç,1. floor,10,Kombi,4,Eşyalı,1,3,1,120,100
32000,Antalya,Muratpaşa,Şirinyalı,4. floor,15,Isıtma Yok,5,Eşyalı Değil,2,3,1,150,140
15000,Antalya,Kepez,Kültür,-1,10,Klima,5,Eşyalı,1,1,1,55,50
15000,Antalya,Serik,Merkez,Middle floor,8,Klima,4,Eşyalı,1,1,1,35,30
13500,Antalya,Finike,Kızılca,1. floor,0,Klima,3,Eşyalı Değil,2,2,1,85,70
9000,Antalya,Muratpaşa,Kışla,Entrance floor,26,Klima,4,,1,1,1,50,40
18000,Antalya,Konyaaltı,Toros,Ground floor,15,Klima,4,Eşyalı,1,1,1,40,35
15000,Antalya,Kepez,Kanal,Teras floor,10,Isıtma Yok,4,Eşyalı,1,2,1,70,60
11000,Antalya,Alanya,Mahmutlar,3. floor,0,Klima,3,Eşyalı Değil,1,2,1,90,75
11000,Antalya,Aksu,Altıntaş,4. floor,0,Klima,5,Eşyalı Değil,1,1,1,50,45
18000,Antalya,Aksu,Altıntaş,5. floor,1,Klima,7,Eşyalı,1,1,1,60,55
25000,Antalya,Alanya,Mahmutlar,11. floor,5,Klima,8,Eşyalı,1,2,1,110,100
35000,Antalya,Konyaaltı,Gürsu,5. floor,20,Klima,11,Eşyalı,2,3,1,175,170
25000,Antalya,Alanya,Kargıcak,Garden floor,10,Klima,2,Eşyalı,2,3,1,150,140
14000,Antalya,Alanya,Kestel,3. floor,0,Klima,5,Eşyalı Değil,1,1,1,50,45
6000,Antalya,Muratpaşa,Kızılsaray,Entrance floor,20,Soba,4,Eşyalı,1,3,1,135,125
30000,Antalya,Kaş,Bezirgan,High entrance,0,Klima,3,Eşyalı Değil,3,3,1,180,160
11000,Antalya,Muratpaşa,Yeşildere,High entrance,0,Klima,5,Eşyalı Değil,1,1,1,75,70
25000,Antalya,Konyaaltı,Liman,6. floor,11,Klima,6,Eşyalı,1,3,1,140,130
19000,Antalya,Alanya,Oba,2. floor,1,Klima,4,Eşyalı,1,1,1,52,48
23000,Antalya,Muratpaşa,Etiler,2. floor,3,Klima,3,Eşyalı,1,2,1,110,100
25000,Antalya,Muratpaşa,Meltem,Middle floor,20,Klima,8,Eşyalı Değil,1,3,1,137,130
15000,Antalya,Kepez,Yükseliş,1. floor,28,Klima,3,,1,2,1,105,95
16000,Antalya,Kepez,Esentepe,Middle floor,2,Klima,3,Eşyalı Değil,1,3,1,105,90
15000,Antalya,Manavgat,Yukarı Pazarcı,2. floor,5,Isıtma Yok,4,Eşyalı Değil,1,1,1,100,80
24000,Antalya,Konyaaltı,Liman,3. floor,11,Isıtma Yok,4,Eşyalı,1,2,1,95,90
9000,Antalya,Kepez,Yeni Doğan,-1,5,Klima,4,Eşyalı,1,1,0,40,35
30000,Antalya,Muratpaşa,Meydankavağı,Entrance floor,20,Klima,3,Eşyalı Değil,2,3,1,105,90
18000,Antalya,Alanya,Tosmur,3. floor,8,Klima,7,Eşyalı Değil,1,2,1,115,105
20000,Antalya,Konyaaltı,Pınarbaşı,High entrance,15,Klima,5,Eşyalı,1,2,0,65,60
14000,Antalya,Manavgat,Sanayi,Middle floor,10,Soba,3,Eşyalı,1,1,1,90,80
25000,Antalya,Konyaaltı,Hurma,Last floor floor,20,Klima,10,Eşyalı,1,3,1,140,130
20000,Antalya,Konyaaltı,Hurma,4. floor,3,Klima,4,Eşyalı,1,1,1,65,55
25000,Antalya,Muratpaşa,Meydankavağı,Ground floor,20,Klima,5,Eşyalı Değil,1,2,1,100,93
23000,Antalya,Muratpaşa,Kızılarık,1. floor,4,Klima,4,Eşyalı,1,2,1,110,100
30000,Antalya,Muratpaşa,Şirinyalı,4. floor,12,Klima,4,Eşyalı,2,3,1,180,160
15000,Antalya,Manavgat,Salkım Evler,8. floor,18,Klima,11,Eşyalı Değil,1,2,1,90,85
12000,Antalya,Alanya,Bektaş,3. floor,26,Klima,3,Eşyalı,1,1,1,90,85
10000,Antalya,Manavgat,Sanayi,3. floor,5,Klima,4,Eşyalı,1,1,0,35,30
11000,Antalya,Kumluca,Cumhuriyet,Middle floor,0,Klima,5,Eşyalı Değil,1,1,1,55,50
19000,Antalya,Kepez,Gündoğdu,1. floor,16,Kombi,3,,,3,1,180,160
15000,Antalya,Kepez,Gülveren,High entrance,15,Klima,3,,,2,1,85,75
15000,Antalya,Kemer,Kuzdere,2. floor,20,Klima,2,Eşyalı,1,1,1,34,30
36000,Antalya,Alanya,Mahmutlar,6. floor,0,Klima,8,Eşyalı,1,1,1,70,53
10000,Antalya,Kepez,Zeytinlik,High entrance,20,Klima,2,Eşyalı Değil,1,3,1,130,120
20000,Antalya,Muratpaşa,Ermenek,2. floor,0,Klima,2,Eşyalı,1,1,1,75,65
25000,Antalya,Konyaaltı,Liman,2. floor,11,Kombi,4,Eşyalı,1,2,1,110,100
17000,Antalya,Manavgat,Side,Garden floor,10,Klima,2,Eşyalı Değil,1,1,1,55,50
35000,Antalya,Kemer,Yeni,1. floor,25,Klima,3,Eşyalı,3,3,1,200,170
12000,Antalya,Gazipaşa,İstiklal,2. floor,13,Klima,3,Eşyalı Değil,1,2,1,115,95
16000,Antalya,Alanya,Kestel,3. floor,2,Klima,5,Eşyalı Değil,1,1,1,50,45
30000,Antalya,Muratpaşa,Şirinyalı,4. floor,16,Klima,8,Eşyalı,1,2,1,120,100
26000,Antalya,Manavgat,Ilıca,3. floor,0,Klima,3,Eşyalı Değil,2,3,1,160,140
15000,Antalya,Kepez,Esentepe,1. floor,2,Isıtma Yok,3,Eşyalı Değil,1,2,1,100,90
16000,Antalya,Finike,Hasyurt,High entrance,0,Klima,5,Eşyalı Değil,2,3,1,160,145
16000,Antalya,Kepez,Gazi,Ground floor,6,Klima,4,Eşyalı Değil,1,2,1,85,80
10000,Antalya,Kepez,Göçerler,-1,14,Klima,2,Eşyalı Değil,1,2,1,110,100
18000,Antalya,Alanya,Oba,4. floor,0,Klima,5,Eşyalı Değil,1,2,1,90,80
15000,Antalya,Kepez,Yeni Emek,High entrance,10,Klima,3,Eşyalı,1,2,1,100,95
22000,Antalya,Muratpaşa,Şirinyalı,High entrance,20,Isıtma Yok,4,Eşyalı Değil,1,2,1,100,85
18500,Antalya,Kepez,Erenköy,3. floor,10,Klima,3,Eşyalı Değil,2,4,1,135,130
16000,Antalya,Muratpaşa,Gebizli,2. floor,5,Klima,4,,1,2,1,100,90
35000,Antalya,Kemer,Yeni,2. floor,1,Klima,2,Eşyalı,1,2,1,100,90
18000,Antalya,Aksu,Altıntaş,Middle floor,0,Klima,4,Eşyalı,1,1,1,55,50
35000,Antalya,Alanya,Mahmutlar,11. floor,7,Klima,13,Eşyalı,1,2,1,110,100
19000,Antalya,Alanya,Saray,2. floor,26,Klima,4,Eşyalı,1,2,1,110,100
25000,Antalya,Konyaaltı,Hurma,3. floor,12,Klima,4,Eşyalı,1,2,1,100,96
12000,Antalya,Finike,Kum,5. floor,0,Klima,5,Eşyalı Değil,1,2,1,75,65
12500,Antalya,Döşemealtı,Çıplaklı,High entrance,0,Klima,3,,,1,1,65,50
20000,Antalya,Kepez,Yeşiltepe,3. floor,30,Klima,5,Eşyalı Değil,1,3,1,130,120
17000,Antalya,Serik,Kadriye,High entrance,0,Klima,1,Eşyalı,1,1,1,70,55
13000,Antalya,Gazipaşa,Çobanlar,1. floor,15,Klima,2,Eşyalı,2,3,1,155,150
17500,Antalya,Kumluca,Eskicami,2. floor,26,Klima,2,Eşyalı,1,2,1,115,105
18000,Antalya,Alanya,Oba,4. floor,1,Klima,5,Eşyalı,1,1,1,65,55
27500,Antalya,Alanya,Kestel,Last floor floor,8,Klima,4,Eşyalı,2,2,1,130,116
13000,Antalya,Alanya,Dinek,2. floor,25,Klima,4,Eşyalı Değil,,3,1,145,140
15000,Antalya,Manavgat,Salkım Evler,3. floor,5,Klima,4,Eşyalı Değil,1,2,1,100,90
17000,Antalya,Döşemealtı,Yeniköy,2. floor,0,Kombi,4,Eşyalı Değil,1,2,1,95,90
17500,Antalya,Muratpaşa,Gebizli,1. floor,7,Klima,4,Eşyalı,1,1,1,75,60
12500,Antalya,Muratpaşa,Üçgen,4. floor,25,Klima,4,Eşyalı Değil,1,3,1,140,135
10000,Antalya,Kepez,Varsak Karşıyaka,4. floor,4,Belirtilmemiş,4,,1,1,1,70,60
14000,Antalya,Manavgat,Kavaklı,Garden floor,14,Soba,3,,1,2,1,90,80
65000,Antalya,Muratpaşa,Şirinyalı,4. floor,25,Klima,5,Eşyalı Değil,2,3,1,160,150
45000,Antalya,Konyaaltı,Liman,7. floor,24,Isıtma Yok,8,Eşyalı Değil,2,3,1,165,140
10000,Antalya,Serik,Merkez,4. floor,20,Isıtma Yok,4,Eşyalı Değil,1,2,1,125,115
